DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBDRES)
2020-06-23 07:30:00;10;24;0;49;42;8;2;0;0;0;0;0
2020-06-23 07:45:00;15;25;2;68;52;8;0;1;0;1;0;0
2020-06-23 08:00:00;15;14;4;56;34;3;1;0;0;0;0;0
2020-06-23 08:15:00;22;18;1;67;34;4;0;0;0;0;0;0
2020-06-23 08:30:00;27;30;2;59;37;8;0;0;0;1;1;0
2020-06-23 08:45:00;17;20;4;73;35;4;2;0;0;2;0;0
2020-06-23 09:00:00;25;21;2;50;33;2;2;0;0;1;0;0
2020-06-23 09:15:00;34;27;6;59;26;0;0;0;0;1;0;0
2020-06-23 09:30:00;25;33;0;57;32;7;0;0;0;1;0;0
2020-06-23 09:45:00;22;23;1;69;46;16;0;0;0;0;0;0
2020-06-23 10:00:00;35;19;2;61;41;5;1;0;0;3;0;0
2020-06-23 10:15:00;48;54;2;65;27;7;2;0;0;8;0;0
2020-06-23 10:30:00;46;46;1;65;28;9;2;0;0;3;0;0
2020-06-23 10:45:00;42;44;2;60;28;6;0;0;0;4;0;0
2020-06-23 11:00:00;56;42;3;64;38;6;0;0;0;5;0;0
2020-06-23 11:15:00;55;54;1;62;27;9;1;0;0;1;0;0
2020-06-23 11:30:00;55;45;5;69;40;20;1;0;0;8;1;0
2020-06-23 11:45:00;47;43;6;72;37;9;6;0;0;6;0;0
2020-06-23 12:00:00;41;52;4;64;56;18;2;0;0;3;0;0
2020-06-23 12:15:00;41;66;7;64;40;14;2;0;0;7;0;0
2020-06-23 12:30:00;41;42;2;52;30;10;11;0;2;4;0;0
2020-06-23 12:45:00;15;43;8;52;37;18;9;0;0;3;3;0
2020-06-23 13:00:00;51;41;4;64;30;11;4;0;0;0;0;0
2020-06-23 13:15:00;40;33;6;64;40;15;3;0;0;5;0;0
2020-06-23 13:30:00;45;52;7;60;29;10;2;0;0;4;5;0
2020-06-23 13:45:00;40;30;9;62;43;8;1;1;2;3;0;0
2020-06-23 14:00:00;45;43;8;56;30;12;1;0;0;5;2;0
2020-06-23 14:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-23 14:30:00;47;56;4;64;39;11;11;24;0;8;19;0
2020-06-23 14:45:00;46;56;1;71;35;6;1;1;0;5;3;0
2020-06-23 15:00:00;62;53;8;60;38;14;1;0;0;2;0;0
2020-06-23 15:15:00;49;41;7;71;38;12;2;0;0;4;0;0
2020-06-23 15:30:00;55;54;9;59;32;12;1;0;8;2;0;0
2020-06-23 15:45:00;41;57;9;62;34;8;0;0;0;6;0;0
2020-06-23 16:00:00;71;56;14;67;47;9;2;0;0;5;2;0
2020-06-23 16:15:00;69;61;16;67;38;11;2;0;0;0;0;0
2020-06-23 16:30:00;64;60;18;57;36;15;2;0;0;2;0;0
2020-06-23 16:45:00;56;62;17;66;37;7;1;0;0;6;22;0
2020-06-23 17:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-23 17:15:00;69;56;10;66;41;13;4;0;2;4;0;0
2020-06-23 17:30:00;55;62;15;69;35;9;2;0;0;4;3;0
2020-06-23 17:45:00;51;88;12;58;29;15;4;0;0;5;8;0
2020-06-23 18:00:00;68;69;15;66;21;13;3;0;0;7;4;0
2020-06-23 18:15:00;56;41;14;62;26;7;0;1;0;6;0;0
2020-06-23 18:30:00;38;46;12;56;25;5;5;8;0;3;0;0
2020-06-23 18:45:00;49;35;4;42;24;8;3;1;0;3;0;0
2020-06-23 19:00:00;50;39;5;33;24;9;1;0;0;2;0;0
2020-06-23 19:15:00;43;44;3;32;19;7;1;1;0;1;2;0
2020-06-23 19:30:00;31;28;2;23;11;5;1;2;0;3;2;0
2020-06-23 19:45:00;20;17;3;11;8;1;0;0;0;0;0;0
2020-06-23 20:00:00;16;17;1;10;7;6;0;0;0;0;0;0
2020-06-23 20:15:00;14;15;2;5;8;0;0;0;0;0;0;0
2020-06-23 20:30:00;12;7;0;6;4;0;0;0;0;0;0;0
2020-06-23 20:45:00;8;7;1;8;6;0;0;0;0;0;0;0
2020-06-23 21:00:00;8;9;2;5;5;0;0;0;0;0;0;0
2020-06-23 21:15:00;5;5;2;6;6;0;0;0;0;0;0;0
2020-06-23 21:30:00;9;8;0;1;2;0;0;0;0;0;0;0
2020-06-23 21:45:00;2;2;1;3;5;0;0;0;0;0;0;0
2020-06-23 22:00:00;4;6;0;6;9;0;0;0;0;0;0;0
2020-06-23 22:15:00;6;2;0;3;3;2;0;0;0;0;0;0
2020-06-23 22:30:00;2;1;0;6;5;1;0;0;0;0;0;0
2020-06-23 22:45:00;1;3;0;3;2;0;0;0;0;0;0;0
2020-06-23 23:00:00;3;2;0;4;2;0;0;0;0;0;0;0
2020-06-23 23:15:00;1;3;1;4;0;0;0;0;0;0;0;0
2020-06-23 23:30:00;0;3;0;7;1;0;0;0;0;0;0;0
