DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBDRES)
2020-06-27 09:00:00;17;17;0;43;13;2;0;0;0;0;0;0
2020-06-27 09:15:00;25;30;0;64;34;6;0;0;0;0;0;0
2020-06-27 09:30:00;30;32;1;52;25;8;2;0;0;5;0;0
2020-06-27 09:45:00;28;27;1;80;38;9;4;1;0;4;7;0
2020-06-27 10:00:00;33;34;1;108;26;8;1;1;0;4;0;0
2020-06-27 10:15:00;54;50;1;113;26;12;7;0;1;4;0;0
2020-06-27 10:30:00;45;55;1;89;39;12;1;1;0;5;7;0
2020-06-27 10:45:00;51;83;2;75;26;14;0;0;2;9;28;0
2020-06-27 11:00:00;67;59;5;95;35;18;0;0;0;12;2;0
2020-06-27 11:15:00;70;54;5;88;39;22;3;0;0;6;2;0
2020-06-27 11:30:00;60;49;2;88;33;15;2;0;0;4;0;0
2020-06-27 12:00:00;60;56;1;94;53;20;3;3;0;5;1;0
2020-06-27 12:15:00;72;61;0;91;51;21;0;0;0;7;0;0
2020-06-27 12:30:00;79;58;1;84;29;10;1;0;0;7;5;0
2020-06-27 12:45:00;60;50;5;82;41;24;5;0;0;3;3;0
2020-06-27 13:00:00;57;54;2;83;48;10;0;0;0;11;17;0
2020-06-27 13:15:00;55;49;2;93;48;10;1;0;0;5;1;0
2020-06-27 13:30:00;68;58;4;100;44;14;4;1;0;4;1;0
2020-06-27 13:45:00;54;58;4;82;45;5;3;0;0;9;2;0
2020-06-27 14:00:00;56;52;3;80;47;18;1;0;0;3;0;0
2020-06-27 14:15:00;72;58;1;87;48;15;6;5;0;6;0;0
2020-06-27 14:30:00;53;55;0;85;48;12;3;0;0;5;22;0
2020-06-27 14:45:00;56;45;1;82;40;17;1;0;0;2;0;0
2020-06-27 15:00:00;65;46;2;73;36;11;3;0;0;8;0;0
2020-06-27 15:15:00;54;53;0;80;36;15;4;0;0;2;0;0
2020-06-27 15:30:00;49;52;3;66;47;15;3;0;0;1;0;0
2020-06-27 15:45:00;67;43;3;60;33;7;0;0;0;1;0;0
2020-06-27 16:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-27 16:15:00;52;45;4;69;43;13;0;0;0;0;0;0
2020-06-27 16:30:00;60;50;0;69;43;5;2;0;0;9;1;0
2020-06-27 16:45:00;64;52;1;72;31;11;4;0;4;7;2;0
2020-06-27 17:00:00;47;51;3;53;31;16;1;0;0;4;0;0
2020-06-27 17:15:00;43;55;1;68;36;12;2;0;0;5;0;0
2020-06-27 17:30:00;67;56;5;56;30;8;2;0;0;4;1;0
2020-06-27 17:45:00;48;42;2;52;23;14;0;0;0;5;0;0
2020-06-27 18:00:00;52;35;2;59;22;14;1;0;0;2;0;0
2020-06-27 18:15:00;50;59;2;47;28;1;9;87;0;7;0;0
2020-06-27 18:30:00;55;43;0;54;22;8;0;0;0;6;0;0
2020-06-27 18:45:00;60;51;2;43;23;4;0;0;0;0;0;0
2020-06-27 19:00:00;49;51;3;24;12;6;0;0;0;0;17;0
2020-06-27 19:15:00;29;34;5;24;18;3;0;0;0;2;5;0
2020-06-27 19:30:00;20;21;2;26;6;2;0;0;0;0;0;0
2020-06-27 19:45:00;14;24;1;20;9;5;0;0;0;0;0;0
2020-06-27 20:00:00;21;18;0;11;8;3;0;0;0;0;0;0
2020-06-27 20:15:00;7;8;2;6;7;2;0;0;0;0;0;0
2020-06-27 20:30:00;8;5;0;3;6;0;0;0;0;0;0;0
2020-06-27 20:45:00;0;1;0;5;4;0;0;0;0;0;0;0
2020-06-27 21:00:00;6;6;0;6;3;0;0;0;0;0;0;0
2020-06-27 21:15:00;5;4;1;6;6;0;0;0;0;0;0;0
2020-06-27 21:30:00;12;6;0;8;10;0;0;0;0;0;0;0
2020-06-27 21:45:00;4;3;0;4;4;1;0;0;0;0;0;0
2020-06-27 22:00:00;10;5;0;7;8;0;0;0;0;0;0;0
2020-06-27 22:15:00;76;3;0;8;7;3;0;0;0;0;0;0
2020-06-27 22:30:00;4;6;0;2;5;0;0;0;0;0;0;0
2020-06-27 22:45:00;5;4;0;6;4;0;0;0;0;0;0;0
2020-06-27 23:00:00;5;4;1;4;7;2;0;0;0;0;0;0
2020-06-27 23:15:00;3;2;1;6;2;1;0;0;0;0;0;0
2020-06-27 23:30:00;7;7;0;5;7;0;0;0;0;0;0;0
2020-06-27 23:45:00;5;7;1;3;4;1;0;0;0;0;0;0
