IN_4160;1(DA1);2(DA2);4(DB1);5(DB2);6(DC1);7(DC2);9(DE1);;;;;;;;;
IN_4210;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);;;;;;;;
IN_4240;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);;;;;;;;
IN_4250;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);;;;;;;
IN_5011;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2);;;;;
IN_5012;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3);;;;;;;;
IN_5020;3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2);;;;;;;;;;
IN_5030;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);;;;;;
IN_5031;1(DA1);2(DB1);3(DC1);;;;;;;;;;;;;
IN_5040;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);;;;;;;;;
IN_5050;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);;;;;;;
IN_5051;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);;;;;;;;;
IN_5060;1(DA1);2(DA2);3(DA3);7(DE1);5(DC1);;;;;;;;;;;
IN_5080;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);;;;;;;;;;
IN_5090;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);;;;;;;;;;
IN_6010;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);;;;;;;;;;
IN_6020;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);16(DB4);17(DB5)
IN_6021;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);;;;;;;;
IN_6023;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1);;;;;;;;;;
IN_6041;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);;;;;;;;
IN_6042;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);;;;;;;;
IN_7020;1(DA1);3(DC1);4(DD1);;;;;;;;;;;;;
IN_7040;1(DA1);2(DA2);5(DC1);6(DD1);;;;;;;;;;;;
IN_8001;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);;;;;;;
IN_8002;3(DA1);4(DA2);5(DC1);6(DC2);;;;;;;;;;;;
IN_8003;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);;;;;;
IN_8005;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);;;;;;;;;;
IN_8006;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);;;;;;;;;;;
IN_8301;1(DA1);2(DB1);3(DB2);7(DC1);8(DD1);9(DD2);;;;;;;;;;
IN_8401;1(DA1);2(DA2);3(DB1);31(DB2);4(DC1);5(DC2);6(DC3);7(DD1);;;;;;;;
IN_8403;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);;;;;;;;;;
IN_8603;4(DB1);5(DB2);8(DD1);9(DD2);;;;;;;;;;;;
IN_8604;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);;;;;;;;;;;
IN_9503;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);;;;;;;;;;;
