DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBDRES)
2020-07-24 09:00:00;23;17;0;55;29;12;0;0;0;4;0;0
2020-07-24 09:15:00;20;30;1;50;29;7;2;9;0;1;1;0
2020-07-24 09:30:00;27;24;2;51;29;20;0;0;0;1;0;0
2020-07-24 09:45:00;31;27;1;82;44;10;1;38;0;1;0;0
2020-07-24 10:00:00;32;29;5;112;42;13;0;0;0;3;0;0
2020-07-24 10:15:00;57;57;3;79;23;7;3;2;0;4;0;0
2020-07-24 10:30:00;59;54;4;89;32;11;5;0;0;0;0;0
2020-07-24 10:45:00;60;61;1;85;47;18;13;25;1;2;0;0
2020-07-24 11:00:00;56;51;5;74;36;14;4;10;1;7;1;0
2020-07-24 11:15:00;59;62;7;78;23;14;10;15;3;5;0;0
2020-07-24 11:30:00;47;43;4;73;43;13;6;24;0;5;3;0
2020-07-24 11:45:00;56;55;6;79;35;17;2;0;0;6;0;0
2020-07-24 12:00:00;73;82;9;103;27;19;3;0;3;7;5;0
2020-07-24 12:15:00;61;80;3;65;49;11;9;4;0;6;8;0
2020-07-24 12:30:00;60;60;5;81;20;16;1;2;0;1;0;0
2020-07-24 12:45:00;58;45;7;78;4;19;0;0;8;6;0;0
2020-07-24 13:00:00;69;59;13;70;25;6;2;9;0;2;0;0
2020-07-24 13:15:00;49;59;6;80;33;14;3;5;5;9;14;0
2020-07-24 13:30:00;62;52;6;85;31;8;3;0;0;2;4;0
2020-07-24 13:45:00;39;44;6;83;41;14;2;0;0;4;1;0
2020-07-24 14:00:00;58;55;12;71;41;11;4;0;0;3;0;0
2020-07-24 14:15:00;55;43;12;91;47;12;0;0;0;2;17;0
2020-07-24 14:30:00;73;53;14;66;40;7;0;0;0;9;0;0
2020-07-24 14:45:00;61;55;10;89;39;11;4;2;0;3;0;0
2020-07-24 15:00:00;68;68;13;97;38;11;1;0;0;8;1;0
2020-07-24 15:15:00;69;54;11;92;51;13;1;0;0;7;2;0
2020-07-24 15:30:00;57;43;9;81;50;7;4;0;0;5;0;0
2020-07-24 15:45:00;76;72;8;88;44;15;1;0;1;2;0;0
2020-07-24 16:00:00;89;68;21;82;49;11;2;4;0;5;34;0
2020-07-24 16:15:00;71;68;11;80;25;16;3;0;0;8;2;0
2020-07-24 16:30:00;76;54;18;69;90;15;1;0;0;10;0;0
2020-07-24 16:45:00;55;48;15;66;16;11;7;15;2;3;0;0
2020-07-24 17:00:00;69;50;6;55;20;14;7;15;4;6;0;0
2020-07-24 17:15:00;69;59;7;76;24;11;4;0;0;5;0;0
2020-07-24 17:30:00;64;61;3;69;116;8;3;0;1;5;1;0
2020-07-24 17:45:00;56;52;5;72;29;8;3;0;0;4;5;0
2020-07-24 18:00:00;61;50;4;70;32;10;0;0;0;2;0;0
2020-07-24 18:15:00;63;38;3;57;17;10;9;11;0;2;0;0
2020-07-24 18:30:00;49;38;3;45;15;9;1;0;0;3;7;0
2020-07-24 18:45:00;50;39;3;63;10;10;5;2;1;10;11;0
2020-07-24 19:00:00;47;46;1;37;6;17;2;3;0;0;0;0
2020-07-24 19:15:00;38;34;3;38;16;7;0;0;0;0;0;0
2020-07-24 19:30:00;42;24;0;27;47;7;2;0;0;0;0;0
2020-07-24 19:45:00;35;33;1;24;219;4;0;0;0;1;0;0
2020-07-24 20:00:00;26;30;0;7;34;4;0;0;0;0;0;0
2020-07-24 20:15:00;9;12;0;10;119;1;0;0;0;0;0;0
2020-07-24 20:30:00;9;9;0;11;5;0;0;0;0;0;0;0
2020-07-24 20:45:00;6;7;2;6;9;1;0;0;0;0;0;0
2020-07-24 21:00:00;5;6;0;6;100;0;0;0;0;0;0;0
2020-07-24 21:15:00;5;6;1;5;76;1;0;0;0;0;0;0
2020-07-24 21:30:00;4;0;0;7;72;0;0;0;0;0;0;0
2020-07-24 21:45:00;5;5;1;3;25;1;0;0;0;0;0;0
2020-07-24 22:00:00;6;6;2;13;16;2;0;0;0;0;0;0
2020-07-24 22:15:00;7;12;0;11;124;1;0;0;0;0;0;0
2020-07-24 22:30:00;4;5;2;16;241;0;0;0;0;0;0;0
2020-07-24 22:45:00;6;5;0;6;265;1;0;0;0;0;0;0
2020-07-24 23:00:00;5;6;3;6;577;1;0;0;0;0;0;0
2020-07-24 23:15:00;6;5;0;5;778;1;0;0;0;0;0;0
2020-07-24 23:30:00;8;9;0;3;878;0;0;0;0;0;0;0
2020-07-24 23:45:00;4;7;0;9;194;1;0;0;0;0;0;0
